pos	country_code	source	date	country_code3	region	variable	value	sdr_id	sdr_name	sdr_level
161	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"cumulative deaths confirmed"	0	8631	Moyamba	ADM2
162	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"cumulative deaths confirmed"	0	8624	Bonthe	ADM2
163	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"cumulative deaths confirmed"	0	149745	"Western Area Urban"	ADM2
164	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"cumulative deaths confirmed"	1142	149746	"Western Area Rural"	ADM2
165	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"case fatality rate"	0	0		
166	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"case fatality rate"	0	8626	Kailahun	ADM2
167	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"case fatality rate"	0	8628	Kenema	ADM2
168	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"case fatality rate"	0	8630	Kono	ADM2
169	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"case fatality rate"	0	8627	Kambia	ADM2
170	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"case fatality rate"	0	8629	Koinadugu	ADM2
171	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"case fatality rate"	0	8623	Bombali	ADM2
172	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"case fatality rate"	0	8634	Tonkolili	ADM2
173	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"case fatality rate"	0	8632	"Port Loko"	ADM2
174	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"case fatality rate"	0	8633	Pujehun	ADM2
175	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"case fatality rate"	0	8625	Bo	ADM2
176	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"case fatality rate"	0	8631	Moyamba	ADM2
177	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"case fatality rate"	0	8624	Bonthe	ADM2
178	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"case fatality rate"	0	149745	"Western Area Urban"	ADM2
179	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"case fatality rate"	0	149746	"Western Area Rural"	ADM2
180	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"new admission (ETC)"	0	0		
181	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"new admission (ETC)"	0	8626	Kailahun	ADM2
182	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"new admission (ETC)"	0	8628	Kenema	ADM2
183	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"new admission (ETC)"	0	8630	Kono	ADM2
184	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"new admission (ETC)"	0	8627	Kambia	ADM2
185	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"new admission (ETC)"	0	8629	Koinadugu	ADM2
186	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"new admission (ETC)"	0	8623	Bombali	ADM2
187	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"new admission (ETC)"	0	8634	Tonkolili	ADM2
188	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"new admission (ETC)"	0	8632	"Port Loko"	ADM2
189	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"new admission (ETC)"	0	8633	Pujehun	ADM2
190	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"new admission (ETC)"	0	8625	Bo	ADM2
191	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"new admission (ETC)"	0	8631	Moyamba	ADM2
192	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"new admission (ETC)"	0	8624	Bonthe	ADM2
193	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"new admission (ETC)"	0	149745	"Western Area Urban"	ADM2
194	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"new admission (ETC)"	0	149746	"Western Area Rural"	ADM2
195	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"currently admitted (ETC)"	0	0		
196	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"currently admitted (ETC)"	0	8626	Kailahun	ADM2
197	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"currently admitted (ETC)"	0	8628	Kenema	ADM2
198	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"currently admitted (ETC)"	0	8630	Kono	ADM2
199	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"currently admitted (ETC)"	0	8627	Kambia	ADM2
200	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"currently admitted (ETC)"	0	8629	Koinadugu	ADM2
201	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"currently admitted (ETC)"	0	8623	Bombali	ADM2
202	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"currently admitted (ETC)"	0	8634	Tonkolili	ADM2
203	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"currently admitted (ETC)"	0	8632	"Port Loko"	ADM2
204	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"currently admitted (ETC)"	0	8633	Pujehun	ADM2
205	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"currently admitted (ETC)"	0	8625	Bo	ADM2
206	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"currently admitted (ETC)"	0	8631	Moyamba	ADM2
207	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"currently admitted (ETC)"	0	8624	Bonthe	ADM2
208	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"currently admitted (ETC)"	0	149745	"Western Area Urban"	ADM2
209	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"currently admitted (ETC)"	0	149746	"Western Area Rural"	ADM2
210	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"cumulative admissions (ETC)"	0	0		
211	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"cumulative admissions (ETC)"	0	8626	Kailahun	ADM2
212	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"cumulative admissions (ETC)"	0	8628	Kenema	ADM2
213	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"cumulative admissions (ETC)"	0	8630	Kono	ADM2
214	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"cumulative admissions (ETC)"	0	8627	Kambia	ADM2
215	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"cumulative admissions (ETC)"	0	8629	Koinadugu	ADM2
216	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"cumulative admissions (ETC)"	0	8623	Bombali	ADM2
217	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"cumulative admissions (ETC)"	0	8634	Tonkolili	ADM2
218	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"cumulative admissions (ETC)"	0	8632	"Port Loko"	ADM2
219	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"cumulative admissions (ETC)"	0	8633	Pujehun	ADM2
220	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"cumulative admissions (ETC)"	0	8625	Bo	ADM2
221	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"cumulative admissions (ETC)"	0	8631	Moyamba	ADM2
222	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"cumulative admissions (ETC)"	0	8624	Bonthe	ADM2
223	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"cumulative admissions (ETC)"	0	149745	"Western Area Urban"	ADM2
224	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"cumulative admissions (ETC)"	0	149746	"Western Area Rural"	ADM2
225	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"new deaths (ETC)"	0	0		
226	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"new deaths (ETC)"	0	8626	Kailahun	ADM2
227	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"new deaths (ETC)"	0	8628	Kenema	ADM2
228	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"new deaths (ETC)"	0	8630	Kono	ADM2
229	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"new deaths (ETC)"	0	8627	Kambia	ADM2
230	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"new deaths (ETC)"	0	8629	Koinadugu	ADM2
231	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"new deaths (ETC)"	0	8623	Bombali	ADM2
232	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"new deaths (ETC)"	0	8634	Tonkolili	ADM2
233	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"new deaths (ETC)"	0	8632	"Port Loko"	ADM2
234	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"new deaths (ETC)"	0	8633	Pujehun	ADM2
235	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"new deaths (ETC)"	0	8625	Bo	ADM2
236	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"new deaths (ETC)"	0	8631	Moyamba	ADM2
237	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"new deaths (ETC)"	0	8624	Bonthe	ADM2
238	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"new deaths (ETC)"	0	149745	"Western Area Urban"	ADM2
239	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"new deaths (ETC)"	0	149746	"Western Area Rural"	ADM2
240	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"total deaths (ETC)"	0	0		
241	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"total deaths (ETC)"	0	8626	Kailahun	ADM2
242	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"total deaths (ETC)"	0	8628	Kenema	ADM2
243	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"total deaths (ETC)"	0	8630	Kono	ADM2
244	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"total deaths (ETC)"	0	8627	Kambia	ADM2
245	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"total deaths (ETC)"	0	8629	Koinadugu	ADM2
246	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"total deaths (ETC)"	0	8623	Bombali	ADM2
247	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"total deaths (ETC)"	0	8634	Tonkolili	ADM2
248	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"total deaths (ETC)"	0	8632	"Port Loko"	ADM2
249	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"total deaths (ETC)"	0	8633	Pujehun	ADM2
250	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"total deaths (ETC)"	0	8625	Bo	ADM2
251	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"total deaths (ETC)"	0	8631	Moyamba	ADM2
252	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"total deaths (ETC)"	0	8624	Bonthe	ADM2
253	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"total deaths (ETC)"	0	149745	"Western Area Urban"	ADM2
254	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"total deaths (ETC)"	0	149746	"Western Area Rural"	ADM2
255	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"new discharges (ETC)"	0	0		
256	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"new discharges (ETC)"	0	8626	Kailahun	ADM2
257	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"new discharges (ETC)"	0	8628	Kenema	ADM2
258	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"new discharges (ETC)"	0	8630	Kono	ADM2
259	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"new discharges (ETC)"	0	8627	Kambia	ADM2
260	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"new discharges (ETC)"	0	8629	Koinadugu	ADM2
261	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"new discharges (ETC)"	0	8623	Bombali	ADM2
262	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"new discharges (ETC)"	0	8634	Tonkolili	ADM2
263	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"new discharges (ETC)"	0	8632	"Port Loko"	ADM2
264	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"new discharges (ETC)"	0	8633	Pujehun	ADM2
265	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"new discharges (ETC)"	0	8625	Bo	ADM2
266	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"new discharges (ETC)"	0	8631	Moyamba	ADM2
267	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"new discharges (ETC)"	0	8624	Bonthe	ADM2
268	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"new discharges (ETC)"	0	149745	"Western Area Urban"	ADM2
269	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"new discharges (ETC)"	0	149746	"Western Area Rural"	ADM2
270	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"total discharges (ETC)"	0	0		
271	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"total discharges (ETC)"	0	8626	Kailahun	ADM2
272	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"total discharges (ETC)"	0	8628	Kenema	ADM2
273	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"total discharges (ETC)"	0	8630	Kono	ADM2
274	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kambia	"total discharges (ETC)"	0	8627	Kambia	ADM2
275	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Koinadugu	"total discharges (ETC)"	0	8629	Koinadugu	ADM2
276	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bombali	"total discharges (ETC)"	0	8623	Bombali	ADM2
277	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Tonkolili	"total discharges (ETC)"	0	8634	Tonkolili	ADM2
278	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Port Loko"	"total discharges (ETC)"	0	8632	"Port Loko"	ADM2
279	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Pujehun	"total discharges (ETC)"	0	8633	Pujehun	ADM2
280	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bo	"total discharges (ETC)"	0	8625	Bo	ADM2
281	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Moyamba	"total discharges (ETC)"	0	8631	Moyamba	ADM2
282	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Bonthe	"total discharges (ETC)"	0	8624	Bonthe	ADM2
283	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area urban"	"total discharges (ETC)"	0	149745	"Western Area Urban"	ADM2
284	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	"Western area rural"	"total discharges (ETC)"	0	149746	"Western Area Rural"	ADM2
285	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	National	"total contacts listed"	0	0		
286	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kailahun	"total contacts listed"	0	8626	Kailahun	ADM2
287	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kenema	"total contacts listed"	0	8628	Kenema	ADM2
288	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 167)"	11/10/14	SLE	Kono	"total contacts listed"	0	8630	Kono	ADM2
