Are_PMTCT	Attribute1	Attribute2	Attribute3	Contacts	County	CreationDate	Creator	Deaths	District	Do_facilit	EditDate	Editor	Facility_I	Funding	GOL_facili	GlobalID	HIV_care_a	Head_Docto	Lat	Lon	Patients	Which_cell	X_PROJ	Y_PROJ	a_TB_diagn	beds	facility_n	facility_t	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
N			0	6473085.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Panta-Kpa	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000013	Africare-Liberia	Y	176b2529-87b8-4a80-b197-23e79c2175c1	N/A	"Lucinda m zehum"	-9.11	6.86	0	None	487526.38	758207.54	N	N/A	Yila	Clinic	49	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.112899999722,6.859399999923],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6684859.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Panta-Kpa	Y	"0000-00-00 00:00:00"	davidjhealy	LR06-000014	MDM	Y	6c782b06-0962-495e-a4d8-534ee882b675	N/A	"Bendu c kollie"	-9.18	6.82	0	Lonestar	479602.95	753754.98	N	N/A	Zowienta	Clinic	50	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1846000001105,6.8190999995763],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6912198.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Zota	Y	"0000-00-00 00:00:00"	davidjhealy	LR06-000001	MDM	Y	e2a724df-3bd1-4b75-9ac4-eed030c25803	N/A	"Robert J. Gayflor"	-9.62	7.23	0	None	432028.56	799729.21	N	N/A	Gbansuesuloma	Clinic	51	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6156999997795,7.2345999998788],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5651	Zota	ADM2
N			0	6840671.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Panta-Kpa	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000035	Africare-Liberia	Y	62bd243a-ddfa-4851-a023-a72e22fabac0	N/A	"Irene siakor"	-9.21	7.19	0	Lonestar;Cellcom	477289.66	795133.76	N	N/A	Belemu	Clinic	52	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.205700000339,7.1934000001446],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6849053.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Panta-Kpa	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000021	SC-UK	Y	2fa0fb62-8fd9-4d64-8780-0b1a49cdf18d	N/A	"Francess cole dennis"	-9.17	7.23	0	None	481630.21	799564.97	N	N/A	Garmue	Clinic	53	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1664000004421,7.233499999731],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6436014.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Jorquelleh	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000006	MDM	Y	9f683057-94f7-4a68-84fd-7284468ec21c	N/A	"Alfred p jarwoe"	-9.48	7.00	0	Lonestar;Cellcom;Libercell;Comium	447270.60	774284.17	N	N/A	"Charles B. Dunbar"	Clinic	54	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4774000003404,7.0045999998934],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5586	Jorquelleh	ADM2
Y			0	76269678.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Suakoko	Y	"0000-00-00 00:00:00"	davidjhealy	LR06-000011	Africare-Liberia	Y	7e9fce26-fe71-4049-956d-210fc866d936	N/A	"Emmanuel D. Dweh"	-9.55	7.03	0	Lonestar;Cellcom;Comium	438801.82	776891.43	Y	N/A	"Phebe  OPD"	Clinic	55	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5540999998428,7.0280999997163],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5626	Suakoko	ADM2
--EMPTY--			0	6995611.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Jorquelleh	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000007	"Private - for profit"	N	40e65f13-d173-47e6-b14d-53a7039ecb4b	N/A	"Augustine tokpah"	-9.47	7.00	0	Lonestar;Cellcom;Libercell;Comium	447734.07	773852.55	N	N/A	LAM	Clinic	56	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4731999997732,7.0006999999097],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5586	Jorquelleh	ADM2
Y			0	6588369.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Suakoko	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000012	"MOHSW only"	Y	0d4f749b-2dca-4ffc-8523-8e68255ba847	Y	"Dr Garfee Williams"	-9.55	7.03	0	Lonestar;Cellcom;Comium	438801.82	776891.43	N/A	210	Phebe	Hospital	57	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5540999998428,7.0280999997163],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5626	Suakoko	ADM2
N			0	6651545.00	Bong	"0000-00-00 00:00:00"	davidjhealy	0	Jorquelleh	N	"0000-00-00 00:00:00"	davidjhealy	LR06-000034	"Private - for profit"	N	a050c2b6-ae3e-416a-b4f2-ed85dcd3d18f	N/A	"Esther slober"	-9.46	6.98	0	Lonestar;Cellcom;Libercell;Comium	449366.54	771529.39	Y	N/A	"Africa Fundamental Baptist Mission"	Clinic	58	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4584000004445,6.9797000002014],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5586	Jorquelleh	ADM2
Y			0	6516620.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bopolu	Y	"0000-00-00 00:00:00"	davidjhealy	LR45-000005	AHA	Y	5de538aa-1858-48dd-a42f-52e5410fb513	Y	"Dr. Anthony Tucker"	-10.49	7.07	0	Lonestar	335477.14	781263.84	N/A	55	"Chief Jallahlon"	Hospital	59	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.489600000333,7.0655999996045],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6073	Bopolu	ADM1
N			0	6374227.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bokomu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000004	AHA	Y	35f8656c-ce60-437d-88d4-44cf7d19d337	N/A	"Krubo Massah"	-10.31	7.18	0	None	355520.16	794373.25	Y	N/A	Gbangay	Clinic	60	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.308500000024,7.1847000001056],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5535	Bokomu	ADM2
N			0	6640776.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Kongba	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000011	AHA	Y	477c36cf-7ea8-4a14-a16e-133e47f40888	N/A	"James T. Varney"	-10.58	7.65	0	None	326169.79	845613.77	Y	N/A	Kungbor	Clinic	61	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.575900000386,7.6472000001647],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6948	Kongba	ADM1
N			0	6590407.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Gbarma	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000008	AHA	Y	7c0bccf9-6371-4252-9b0f-7f4b66d80fd4	N/A	"Fatu Kelleh Dennis"	-10.51	7.32	0	None	333481.12	809149.00	N	N/A	Weasue	Clinic	62	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.508499999722,7.3176999996122],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6530	Gbama	ADM1
N			0	6884955.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Gbarma	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000009	AHA	Y	2ef2815a-a522-4ae8-950c-73ceba6ff76c	N/A	"James Flomo"	-10.68	7.17	0	None	314517.49	792892.32	Y	N/A	Tarkpoima	Clinic	63	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.679699999716,7.1701000003222],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6530	Gbama	ADM1
N			0	6460410.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Gbarma	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000007	AHA	Y	318ddf1d-773e-4056-b6c8-b7cd42ed1886	N/A	"Bennie Clarke"	-10.76	7.11	0	None	305600.39	786345.06	N	N/A	Yangaya	Clinic	64	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.760199999723,7.110600000026],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6530	Gbama	ADM1
N			0	6521029.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Gbarma	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000010	AHA	Y	9b36836f-a534-44fa-a6ae-b577d3d5b2b2	N/A	"Samuel A. Sarpong"	-10.79	6.99	0	None	302335.52	773317.72	Y	N/A	Gbarma	Clinic	65	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.789299999804,6.9926999999126],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6530	Gbama	ADM1
N			0	6541001.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bopolu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000002	AHA	Y	d5d1c538-e7e4-4a25-9602-a77d8c84aa74	N/A	"Jestina Morris"	-10.55	6.95	0	None	329228.22	769042.22	N	N/A	Bambuta	Clinic	66	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.545799999992,6.9549000000443],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6073	Bopolu	ADM1
N			0	6604276.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bopolu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000014	AHA	Y	1c2a144e-eb68-4861-823f-f43478b3b4a0	N/A	"Josephine H. kamara"	-10.64	6.92	0	None	318862.12	765626.65	N	N/A	Gokalah	Clinic	67	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.63949999977,6.9237000002242],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6073	Bopolu	ADM1
N			0	6565348.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bopolu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000003	AHA	Y	c4aa410f-f6f0-4b7c-91f2-7ec134e5c287	N/A	"Alexander Yallah"	-10.63	7.02	0	None	320280.94	776470.78	Y	N/A	Gbaryamah	Clinic	68	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.626999999611,7.0218000004201],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6073	Bopolu	ADM1
N			0	6737399.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bopolu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000001	AHA	Y	75cfc52d-aeb1-4bfe-9ce3-ef59b6e9d4d5	N/A	"Wanga Z. Wanley"	-10.40	7.05	0	None	345182.82	779696.65	N	N/A	Totoquelle	Clinic	69	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.401700000154,7.0516999997141],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6073	Bopolu	ADM1
N			0	6979092.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Belleh	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000013	AHA	Y	91ee0734-96b9-420d-99a5-0a551f535599	N/A	"Jackson N. Diakpo"	-10.00	7.52	0	None	389857.79	831315.07	N	N/A	Fasama	Clinic	70	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9982999999009,7.5195999999685],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5530	Belleh	ADM2
Y			0	6591354.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bopolu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000006	AHA	Y	2398439b-667b-4eff-b89c-341c216a8990	N/A	"K. Emmanuel Johnson"	-10.35	7.27	0	None	350687.40	803288.87	N	N/A	"Henry Town"	Clinic	71	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.352499999577,7.265199999791],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	6073	Bopolu	ADM1
N			0	6426596.00	Gbarpolu	"0000-00-00 00:00:00"	davidjhealy	0	Bokomu	N	"0000-00-00 00:00:00"	davidjhealy	LR45-000012	AHA	Y	50eb54b8-69c9-45cb-8c28-e0ddbf6f3c30	N/A	"Edward Karsegi"	-9.99	7.14	0	None	390967.74	789121.08	N	N/A	Kpayeakwelleh	Clinic	72	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.987400000116,7.1379999997982],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5535	Bokomu	ADM2
Y			0	6294757.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #1"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000023	"MOHSW only"	Y	8964f0be-e779-4e82-94e9-7635f0b594d0	N/A	"Tamba Borloryallah"	-10.23	6.44	0	None	363980.38	712383.24	N	N/A	"Jacob Lateh"	Clinic	73	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.230000000373,6.4434000001763],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	880548513.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	Owensgrove	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000024	Merlin	Y	e1acd4b5-52ce-4339-89ee-c8b920f666fa	N/A	"Thomas s.siazia"	-10.32	6.27	0	Lonestar;Cellcom;Libercell;Comium	353457.15	693247.20	N	N/A	Owensgrove	Clinic	74	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.324700000271,6.2701000004075],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5610	Owensgrove	ADM2
Y			0	6379554.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	Owensgrove	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000025	Merlin	Y	5e8377ab-14c4-436f-97a8-0f4b48225c37	N/A	"Fateva  Diggs"	-10.27	6.21	0	Lonestar	359427.39	686819.34	N	N/A	"Bokay Town"	Clinic	75	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.270600000372,6.2120999995578],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5610	Owensgrove	ADM2
Y			0	6525669.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #1"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000021	Merlin	Y	fefc336c-9bf9-4ed2-bf68-ce861430dc6e	N/A	"Yeanee Boakai"	-10.22	6.03	0	Lonestar	365445.98	666869.84	N	N/A	"Little Bassa"	Clinic	76	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.215799999855,6.0318000001056],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6593728.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #1"	N	"0000-00-00 00:00:00"	davidjhealy	LR09-000020	"MOHSW only"	Y	e33dd734-d33c-4650-9f95-a2e8af6ed076	N/A	"Beatrice S.korto"	-10.08	5.92	0	Lonestar;Cellcom;Libercell;Comium	380874.45	655018.36	N	N/A	Edina	Clinic	77	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.07620000006,5.9248999999565],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	76465565.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #4"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000001	Merlin	Y	562a2298-5cb0-491e-8984-aa05f35ebb74	N/A	"Michael S.  Bonoe"	-9.71	5.91	0	None	421376.66	653261.75	N	N/A	"Compound # 4"	Clinic	78	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7102999999958,5.9095999999939],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6560237.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000005	Merlin	Y	0dfa59ec-25ed-4f88-bdcf-6bca9fba6b6a	N/A	"Victor Joe"	-9.46	6.42	0	None	449187.26	709788.08	N	N/A	Garduor	Clinic	79	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4594999998699,6.4211999999456],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6420546.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #4"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000007	Merlin	Y	ce754c1f-4bb9-4124-9056-0afc5d110c0b	N/A	"G. Beyanwu Peters"	-9.72	5.76	0	None	420392.63	636824.19	N	N/A	"Foster Town"	Clinic	80	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7189999998654,5.7609000002427],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	77909401.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #1"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000022	Merlin	Y	5de38ed7-b734-4ef1-89a5-5d8aa2f67435	N/A	"Featha R.kolubah"	-10.13	6.12	0	Cellcom	374785.72	676413.54	Y	N/A	Lloydsville	Clinic	81	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.131599999856,6.1182999995677],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6671348.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000006	Merlin	Y	fff95aba-00b1-4dac-abb8-ee4d2faec7e5	N/A	"K. Jefferson Anthony"	0.00	6.52	0	None	500000.00	720233.83	N	N/A	"Desoe Town"	Clinic	82	"""{\""type\"":\""Point\"",\""coordinates\"":[-9,6.5158999996671],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	76139504.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #4"	N	"0000-00-00 00:00:00"	davidjhealy	LR09-000009	"Faith Based Organization"	N	6c4083b0-c795-4739-bc00-6522a52d6556	N/A	"Alfred S. gbordoe"	-9.91	5.82	0	None	399321.03	643697.62	N	N/A	"New-Cess Community"	Clinic	83	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9093999996165,5.8227999995722],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	0.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #2"	N	"0000-00-00 00:00:00"	davidjhealy	LR09-000026	"MOHSW only"	Y	02123993-9c3f-48ba-8f1e-4bec050b4c63	N/A	"Alfred D.Joe"	-9.84	6.34	0	None	406762.68	701406.61	N	N/A	"Senyah Community"	Clinic	84	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8430000004368,6.3449000000304],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	880691193.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000002	"MOHSW only"	Y	eda87536-1fc7-4c75-9893-b92652747dc6	N/A	"Jimmy Yeamie"	-9.22	6.56	0	None	476220.44	725279.75	N	N/A	Sue	Clinic	85	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.2151000002983,6.5614999996582],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6493756.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #4"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000008	Merlin	Y	54409478-83ed-41b7-b168-b9ecdd625ab1	N/A	"Abraham Kamara"	-9.83	5.70	0	None	408236.78	630517.05	N	N/A	"Little Kola"	Clinic	86	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8287000001064,5.703699999883],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	77723167.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000010	"Private - for profit"	N	d57c98f0-9666-4f21-8142-8b38fbbe3485	Y	"Dr. Jean Machayo"	-9.74	6.09	0	Cellcom	418359.38	673220.20	N/A	70	"LAC (Lib Agro Co)"	Hospital	87	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7378000003668,6.0901000001295],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	88403434.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	N	"0000-00-00 00:00:00"	davidjhealy	LR09-000004	"MOHSW only"	Y	d8677d95-a115-42d4-88cd-6a53348e7a86	N/A	"Anthony Koffa"	-9.64	6.34	0	None	429690.87	700854.33	N	N/A	Barseegiah	Clinic	88	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6357000001516,6.3401999999432],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6205723.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #2"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000027	Merlin	Y	4c3ec65f-2d26-40b4-874c-72c55c368d4d	N/A	"Yassah V.Sumo"	-9.92	6.22	0	None	398629.96	687158.49	N	N/A	"Compound #2"	Clinic	89	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9162999995707,6.2158999996552],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6470765.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	N	"0000-00-00 00:00:00"	davidjhealy	LR09-000018	"Private - for profit"	N	33353252-a7c1-4c87-8183-49c8500d1bd5	N/A	"Mary Jackson"	-10.02	5.89	0	Lonestar;Cellcom;Libercell;Comium	386901.38	651535.40	N	N/A	"Brenda King"	Clinic	90	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.021700000314,5.8934999998182],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6438018.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000030	"MOHSW only"	Y	018ea7b7-623e-472f-a842-3ade8b5e232c	N/A	"David Savey"	-9.75	6.17	0	None	417420.31	682286.77	N	N/A	"Boeglay Town"	Clinic	91	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7464000003262,6.1721000003112],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6548356.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #3"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000012	Merlin	Y	97e6dc4b-ccf1-4767-94c9-41b7ef8e3ccb	N/A	"koiboi sirmanlee"	-9.79	6.15	0	Lonestar;Cellcom;Libercell	412614.67	679795.19	Y	N/A	"Compound # 3"	Clinic	92	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7898000002274,6.1495000002268],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6524255.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	Commonwealth	N	"0000-00-00 00:00:00"	davidjhealy	LR09-000028	"Private - for profit"	N	186a0862-0e5d-49a3-80a2-85e8250c5ffd	N/A	"Joseph B Sumo"	-10.05	5.88	0	Lonestar;Cellcom;Libercell;Comium	383854.30	650159.05	N	N/A	Joriam	Clinic	93	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.049200000119,5.8810000002772],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5546	Commonwealth	ADM2
Y			0	6548935.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	"District #2"	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000019	Merlin	Y	b678593f-450b-4b5d-87e8-0e1cf09fb0ce	N/A	"Levietta Boe"	-10.02	6.04	0	Lonestar;Cellcom	387540.29	667808.60	N	N/A	"St. John"	Clinic	94	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.016200000351,6.0407000004058],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	76479066.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	Commonwealth	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000015	"Private - for profit"	N	fec89c22-b6f2-4ed5-853c-9208bca2981e	N	"Dr. Ben Kanwee"	-10.03	5.87	0	Lonestar;Cellcom;Libercell;Comium	386243.63	649049.01	N/A	10	"SATMH - Mittal Steel"	Hospital	95	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.027600000165,5.8709999999387],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5546	Commonwealth	ADM2
Y			0	6443244.00	"Grand Bassa"	"0000-00-00 00:00:00"	davidjhealy	0	Commonwealth	Y	"0000-00-00 00:00:00"	davidjhealy	LR09-000013	Merlin	Y	fb8cb385-6732-415f-84f3-6bc2a94bbd0e	N/A	"Magdalene Gbatoe"	-9.90	6.01	0	None	400339.52	664126.66	N	N/A	Tubmanville	Clinic	96	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9005000003272,6.007599999666],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	5546	Commonwealth	ADM2
